id_speech,id_extract,emerging_topic,textual_extract
M_115,M_115_ai_digital_transformation,AI / digital transformation,"The sheer spread and the sheer power, the sheer speed of artificial intelligence is mind blowing."
M_115,M_115_peace_and_security,Peace and security,"Firstly, Ukraine... a just and lasting peace must guarantee Ukraine's sovereignty within its internationally recognised borders."
M_115,M_115_climate_change,Climate change,"the greatest threat to us all, and especially island nations like Malta, is man made climate change."
M_115,M_115_technology_digital_divide,Technology / digital divide,"Cyber attacks, attacks on critical infrastructure, disinformation, the cutting of the underwater cables that connect us all to each other."
M_116,M_116_climate_change,Climate change,"Lesotho is increasingly experiencing severe floods and droughts, resulting in unparalleled land degradation and extensive damage to critical infrastructure."
M_116,M_116_financing_debt,Financing / debt,"We further call for reform of the international financial architecture to make it more equitable, fit for purpose, and responsive to the needs of developing countries."
M_116,M_116_global_health,Global health,Universal health coverage remains central to our development agenda... we continue to face serious public health challenges.
M_116,M_116_migration,Migration,Migration is not an abstract concept for the people of Lesotho; it is a daily lived reality.
M_116,M_116_ai_digital_transformation,AI / digital transformation,We are proud that Lesotho is the first country to pilot the United Nations Blueprint for National AI Strategies and Data Centres.
M_116,M_116_peace_and_security,Peace and security,"We call for sustainable diplomatic solutions to secure lasting peace in Ukraine, the Middle East, Sudan and Eastern DRC."
M_117,M_117_climate_change,Climate change,"Climate change is and remains the single greatest existential threat to Tuvalu's survival, security, and sustainable development."
M_117,M_117_migration,Migration,"Tuvalu has therefore endorsed the Global Principles for Climate Mobility, which are rights-based, people-centred and grounded in international law."
M_117,M_117_food_security,Food security,"For Tuvalu, ocean governance is not simply an environmental policy. It is also an issue of economic security, food security and climate security."
M_117,M_117_financing_debt,Financing / debt,access to rapid disbursement and crisis-response financing is essential for the stability and resilience of small island developing states.
M_117,M_117_peace_and_security,Peace and security,"Tuvalu is also gravely concerned by the escalating military activities around Taiwan, which threaten stability across the Taiwan Strait."
M_117,M_117_ai_digital_transformation,AI / digital transformation,"Technology is transforming how we communicate, govern and preserve knowledge. Artificial intelligence is changing the way economies and society function."
M_118,M_118_ai_digital_transformation,AI / digital transformation,Artificial intelligence is no longer a subject of the future. It is infrastructure for the present.
M_118,M_118_migration,Migration,"Migration begins where there is no security, no employment, no education, no access to water, no prospects."
M_118,M_118_climate_change,Climate change,"The green transition is essential. But if we make it socially unsustainable, we will lose the political support that is necessary to implement it."
M_118,M_118_peace_and_security,Peace and security,the United Nations did something it had never done before: it established the first preventive peacekeeping mission in the history of the Organization.
M_119,M_119_climate_change,Climate change,"This year, Tropical Cyclone Maila, a Category 5 storm, tore through our communities, destroying homes, schools, infrastructure and livelihoods."
M_119,M_119_ai_digital_transformation,AI / digital transformation,Solomon Islands therefore recognizes the need for an inclusive and transparent international governance framework on AI.
M_119,M_119_peace_and_security,Peace and security,our region must remain free of nuclear weapons and free from destabilizing external influence.
M_119,M_119_human_rights,Human rights,"Reports of human rights violations in West Papua have persisted for far too long. They must be independently verified, not left in dispute."
M_119,M_119_development_sdgs,Development / SDGs,Solomon Islands is due to graduate from Least Developed Country status in 2027.
M_119,M_119_financing_debt,Financing / debt,"Last year, the world spent more than US$2.9 trillion on its militaries. That is more than sixteen times all official development assistance."
M_120,M_120_climate_change,Climate change,"Saint Lucia calls for climate finance that matches the scale of the crisis: expanded grants and concessional funding, faster and simpler access, full support for loss and damage, meaningful debt relief."
M_120,M_120_financing_debt,Financing / debt,Debt limits our ability to invest in people.
M_120,M_120_ai_digital_transformation,AI / digital transformation,We must ensure that artificial intelligence does not widen the gap between the powerful and the vulnerable.
M_120,M_120_peace_and_security,Peace and security,"Some member states have failed to meet their commitments and pledges to the Gang Suppression Force in Haiti, whose one-year mandate ends this month."
M_120,M_120_human_rights,Human rights,"On the 25th of March, 2026, the General Assembly approved one of its most historic and consequential resolutions that declared the trafficking of enslaved Africans and racialised chattel enslavement of Africans as the greatest crime against humanity."
M_120,M_120_technology_digital_divide,Technology / digital divide,"Saint Lucia therefore calls for strong global standards on data protection, privacy and artificial intelligence; equitable access to digital infrastructure, cybersecurity and affordable connectivity."
M_121,M_121_ai_digital_transformation,AI / digital transformation,"Artificial intelligence is changing something even more intimate: who can enter the mind of a citizen, imitate a trusted voice, manufacture a reality calibrated to one person's fears."
M_121,M_121_technology_digital_divide,Technology / digital divide,Digital sovereignty cannot become a privilege reserved for the richest states.
M_121,M_121_human_rights,Human rights,"The answer to bad speech remains more speech. But the answer to covert, industrial amplification must be exposure."
M_122,M_122_peace_and_security,Peace and security,"Through concerted efforts, Pakistan successfully brought Washington and Tehran under one roof — in Islamabad."
M_122,M_122_human_rights,Human rights,"Generations have endured illegal occupation, arbitrary detention, extra-judicial killings, enforced disappearances, sexual violence and collective punishment."
M_122,M_122_financing_debt,Financing / debt,"Developing countries are in dire need of timely debt relief, affordable long-term financing, and a stronger voice, in global financial institutions."
M_122,M_122_climate_change,Climate change,"Pakistan contributes, less than one per cent of global emissions, yet repeatedly bears the horrific consequences of climate change."
M_123,M_123_human_rights,Human rights,"Papua New Guinea therefore calls upon all Member States to defend freedom of conscience, thought, religion and belief."
M_123,M_123_climate_change,Climate change,"The United Nations General Assembly has recognised the human right to a clean, healthy and sustainable environment."
M_123,M_123_development_sdgs,Development / SDGs,"we are growing our economy, opening our country through enabling infrastructure, working to provide quality education and health services for all."
M_124,M_124_peace_and_security,Peace and security,Our sahel is at war. It is in a war of liberation against a conspiracy aimed at recolonizing it.
M_124,M_124_development_sdgs,Development / SDGs,Niger intends to sell its uranium on the international market in full transparency
M_124,M_124_other,Other,Niger reaffirms its commitment to the Ezzelini consensus and calls for this historic anomaly to no longer be the subject of sterile debates
M_124,M_124_human_rights,Human rights,"Niger reaffirms its support for a two state solution, allowing the State of Palestine and the State of Israel to live side by side in peace, security and dignity."
M_125,M_125_climate_change,Climate change,"In 2024, for the first time, the world was more than one and a half degrees warmer for an entire year."
M_125,M_125_ai_digital_transformation,AI / digital transformation,This is colonisation by data. It does not arrive with ships and flags.
M_125,M_125_peace_and_security,Peace and security,The Bahamas seeks a seat on the Council for the 2032–2033 term.
M_125,M_125_financing_debt,Financing / debt,Nor can we build resilience inside a financial system designed at Bretton Woods in 1944
M_125,M_125_human_rights,Human rights,CARICOM advanced its Ten-Point Plan for reparatory justice
M_125,M_125_migration,Migration,Every small nation you abandon is a crisis you will one day inherit.
M_126,M_126_peace_and_security,Peace and security,we emphasize the need to renew the mandate of the gang suppression force
M_126,M_126_climate_change,Climate change,The cost of climate change has become unsustainable... those who historically contributed the least are among those who are paying the heaviest price
M_126,M_126_migration,Migration,This same requirement to for dignity needs to guide our approach to migrations as well.
M_126,M_126_financing_debt,Financing / debt,Our international financial architecture must evolve to better respond to the needs and realities of the most vulnerable countries.
M_126,M_126_ai_digital_transformation,AI / digital transformation,"Artificial intelligence offers up colossal opportunities, but without regulations or ethical guardrails, it risks deepening existing rifts."
M_126,M_126_development_sdgs,Development / SDGs,"we need to move from aid to investment, from assistance to production, from dependency to partnership"
M_127,M_127_financing_debt,Financing / debt,"the burden of debt, and insufficient financing for development continue to undermine our efforts towards sustainable development"
M_127,M_127_peace_and_security,Peace and security,"Devastating conflicts also persist in several regions of the world, as do security challenges, particularly in the Sahel"
M_127,M_127_climate_change,Climate change,Enormous gaps persist in financing for development and climate action
M_127,M_127_other,Other,reiterate our call for the lifting of the economic commercial and financial embargo... affecting the Cuban people
M_128,M_128_peace_and_security,Peace and security,Securing the ceasefire and the Gaza Strip... enabling the National Committee for the Administration of Gaza to carry out its duties
M_128,M_128_financing_debt,Financing / debt,"reforming international financial architecture is no longer a luxury, but a necessity"
M_128,M_128_ai_digital_transformation,AI / digital transformation,managing this transformation requires the establishment of governance frameworks for artificial intelligence and emerging technologies
M_128,M_128_climate_change,Climate change,"Climate action must go hand in hand with development, poverty reduction and job creation"
M_128,M_128_food_security,Food security,"Adaptation, water security and food security must receive the priority they deserve"
M_129,M_129_climate_change,Climate change,the sudden destructive power of a category 5 hurricane... Hurricane Beryl struck SVG
M_129,M_129_financing_debt,Financing / debt,we support the continuing work of the Bridgetown Initiative to reform the international financial architecture
M_129,M_129_peace_and_security,Peace and security,we call for an immediate end to the war in Ukraine... call for a permanent ceasefire in the Middle East
M_129,M_129_human_rights,Human rights,the historic injustices of the enslavement of African people and the near-annihilation of our indigenous populations
M_129,M_129_other,Other,"for more than three decades, this Assembly has said that the economic embargo imposed on Cuba must end"
M_131,M_131_climate_change,Climate change,Climate change remains the single greatest threat to Samoa and the global community.
M_131,M_131_financing_debt,Financing / debt,"On debt, we need to build a sustainable, equitable, and fair debt regime, starting with a robust mechanism for debt restructuring."
M_131,M_131_global_health,Global health,Non-communicable diseases represent one of the most serious development challenges to Samoa's public health and economic productivity.
M_131,M_131_ai_digital_transformation,AI / digital transformation,"The digital transformation – including AI and data analytics – offers real opportunities to drive an inclusive, just energy transition."
M_131,M_131_peace_and_security,Peace and security,"We remain concerned by the ongoing wars in Ukraine, Gaza, and Iran."
M_131,M_131_development_sdgs,Development / SDGs,Our second Voluntary National Review to the United Nations High-Level Political Forum showed stronger government coordination.
M_132,M_132_climate_change,Climate change,"Climate-induced sea-level rise must never erase a State's international legal personality, extinguish its UN membership."
M_132,M_132_ai_digital_transformation,AI / digital transformation,Artificial intelligence offers extraordinary possibilities. Saint Kitts and Nevis intends to participate.
M_132,M_132_technology_digital_divide,Technology / digital divide,"Mr. President, the next great divide between nations must not be digital."
M_132,M_132_financing_debt,Financing / debt,"We therefore call on the World Bank, the IMF, development banks, climate funds and every partner here to incorporate MVI into the architecture of financing."
M_132,M_132_peace_and_security,Peace and security,"Across Gaza, Ukraine, Sudan, Yemen, Chad and the Democratic Republic of the Congo, civilians continue to bear an unconscionable burden."
M_132,M_132_human_rights,Human rights,Reparatory justice must move from recognition to remedy and from words to action.
M_132,M_132_migration,Migration,"Approximately 1.47 million people are internally displaced, while nearly half the population faces acute food insecurity."
M_132,M_132_development_sdgs,Development / SDGs,"Half of the world's population is under thirty, yet 67 million young people were unemployed last year."
M_133,M_133_peace_and_security,Peace and security,"waves of unjustified Iranian attacks involving ballistic missiles and drones, targeting civilian infrastructure"
M_133,M_133_ai_digital_transformation,AI / digital transformation,called for the adoption of an international treaty governing the development of artificial intelligence
M_133,M_133_human_rights,Human rights,reaffirming its unwavering support for the rights of the brotherly Palestinian people
M_133,M_133_development_sdgs,Development / SDGs,"the Kingdom continues to advance its Economic Vision 2030, pursue its commitment to achieving the Sustainable Development Goals"
M_134,M_134_peace_and_security,Peace and security,"Washington Peace Summit last August, where the leaders of Azerbaijan and Armenia signed a Joint Declaration"
M_134,M_134_climate_change,Climate change,"COP29... tripling of the global climate finance goal, full operationalization of Article 6 carbon-market mechanisms"
M_134,M_134_development_sdgs,Development / SDGs,"Azerbaijan's GDP has increased threefold, while the poverty rate has declined from 49% to around 5%"
M_134,M_134_human_rights,Human rights,"more than 400 individuals, including women and children, became victim to landmines"
M_134,M_134_technology_digital_divide,Technology / digital divide,Digital Silk Way. This project envisages an advanced fiber-optic network across the Caspian Sea
M_135,M_135_peace_and_security,Peace and security,World military expenditures reached a record 2.9 trillion dollars in 2025
M_135,M_135_ai_digital_transformation,AI / digital transformation,"Kazakhstan supports stronger international rules and cooperation, including through the United Nations Global Mechanism on ICT Security and UN Global Dialogue on AI Governance"
M_135,M_135_climate_change,Climate change,"Climate change, biodiversity loss, land degradation and the growing frequency of natural disasters are placing increasing pressure"
M_135,M_135_global_health,Global health,advancing primary health care as the cornerstone of universal health coverage
M_135,M_135_food_security,Food security,"Water underpins public health, food and energy security, climate resilience and peace"
M_135,M_135_other,Other,President Tokayev has proposed the establishment of an International Water Organization under the auspices of the United Nations
M_136,M_136_migration,Migration,Migration is at the core of such common challenges.
M_136,M_136_peace_and_security,Peace and security,The systematic destruction witnessed in the Palestinian territory and the ensuing fall of victims and displacement
M_136,M_136_development_sdgs,Development / SDGs,we call for accelerating the implementation of the SDGs
M_136,M_136_global_health,Global health,We have also expanded the medical services through establishing a Medicare fund for all those who are not currently covered with medical insurance.
M_137,M_137_inequality,Inequality,"Between 2018 and 2024, more than 13 million people were lifted out of poverty in Mexico"
M_137,M_137_development_sdgs,Development / SDGs,"the investment in infrastructure for development with Well-Being plan plans to make investments in energy, transport, water, health, education and emerging technology"
M_137,M_137_human_rights,Human rights,"Mexico supports its diaspora, its community abroad, by defending their human rights wherever they are"
M_137,M_137_peace_and_security,Peace and security,Mexico has defended the two state solution for decades and recognizes the state of Palestine
M_138,M_138_climate_change,Climate change,"We welcome the landmark, unanimous Advisory Opinion of the ICJ on the obligations of States in respect of climate change."
M_138,M_138_ai_digital_transformation,AI / digital transformation,"We have launched, with UN support, a National Artificial Intelligence Strategy 2025–2029 and a National Fintech Strategy 2026–2030."
M_138,M_138_financing_debt,Financing / debt,The crisis in development financing is deepening. Concessional financing for developing countries is declining precisely when the need is greatest.
M_138,M_138_global_health,Global health,We thus welcome the holding of the 2027 High-Level Meeting on Universal Health Coverage
M_138,M_138_peace_and_security,Peace and security,Mauritius reaffirms its longstanding position in support of the inalienable right of the Palestinian people to self-determination
M_138,M_138_food_security,Food security,which depends on maritime trade routes for over 90% of its primary energy imports and more than 70% of its food supply
M_139,M_139_peace_and_security,Peace and security,"Terrorist groups in the Lake Chad Basin, albeit weakened, continue to plunge our countries into mourning."
M_139,M_139_migration,Migration,"more than a million Sudanese refugees have crossed our eastern border, fleeing a bloody conflict."
M_139,M_139_climate_change,Climate change,
M_139,M_139_human_rights,Human rights,Chad reiterates its unfailing commitment to the right of the Palestinian people to have their own state in the 1967 borders.
M_140,M_140_climate_change,Climate change,"Climate change, biodiversity loss and rampant pollution threatens life, property and prosperity everywhere."
M_140,M_140_ai_digital_transformation,AI / digital transformation,We must control AI before it controls us.
M_140,M_140_peace_and_security,Peace and security,"Democratic backsliding, polarisation and weakening of our democratic shields challenges past achievements."
M_141,M_141_peace_and_security,Peace and security,Transnational organised crime is more than just a threat to public security.
M_141,M_141_development_sdgs,Development / SDGs,The Sustainable Development Goals continue to provide an essential roadmap.
M_141,M_141_climate_change,Climate change,"Guatemala, a country particularly vulnerable to the effects of climate change, knows that adaptation, risk management and the protection of rural livelihoods require national efforts."
M_141,M_141_human_rights,Human rights,Human rights must be protected. International humanitarian law must be observed in all circumstances.
M_142,M_142_peace_and_security,Peace and security,Russia’s aggression against Ukraine is a blatant violation of international law.
M_142,M_142_human_rights,Human rights,"Attacks targeting civilians, forcible transfer and deportation of children, conflict-related sexual violence and torture."
M_142,M_142_climate_change,Climate change,Reducing emissions to curb climate change is a common and global challenge.
M_142,M_142_food_security,Food security,"This has once again disrupted global food supply chains, exacerbating an already dire situation for vulnerable people."
M_143,M_143_peace_and_security,Peace and security,"Togo is working unfailingly to promote mediation, stability and the peaceful settlement of disputes."
M_143,M_143_ai_digital_transformation,AI / digital transformation,government also rely on special information and artificial intelligence systems increasingly interpret our planets through digital data.
M_143,M_143_development_sdgs,Development / SDGs,Economic and climate vulnerabilities are having an impact on stability and security in Africa.
M_144,M_144_peace_and_security,Peace and security,"In Ukraine, there are few prospects for a peace process even though the aggression has now lasted longer than World War I."
M_144,M_144_climate_change,Climate change,"the climate crisis is real. We are seeing its effects every day, from heatwaves that bake the soil, to heavy rains that turned the parched ground into mud."
M_144,M_144_ai_digital_transformation,AI / digital transformation,Liechtenstein supports the regulation of Artificial Intelligence.
M_144,M_144_human_rights,Human rights,"Liechtenstein is also strongly committed to the International Criminal Court... genocide, crimes against humanity, war crimes and the crime of aggression."
