id_speech,extract_id,cluster,indicator_name,code,option,textual_extract,coder_notes,coding_source,model,date_coded
M_113,M_113_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) This session will also see the election of the next Secretary General of the organisation. Monaco calls for a transparent, inclusive and rigorous process.",,claude,claude-sonnet-5,2026-09-26
M_113,M_113_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,"(1) After 80 years, the Principality hopes that women candidates will be seriously considered. The organisation would do well to demonstrate at its helm the equality for which it stands.",,claude,claude-sonnet-5,2026-09-26
M_113,M_113_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Monaco supports the UN 80 initiative to make the organisation more streamlined, more understandable, more efficient and closer to people on the ground. (2) That is why Monaco calls on the real leaders of the United Nations to rethink the architecture of our system from 2030. Bringing on board the public and private sector, civil society and educational and cultural hubs, streamlining processes, preventing mandate duplication, consolidating specialized agencies, regional centres and the secretariat, and guaranteeing small states genuine inclusivity. (3) In the same vein, the principality is in favour of a reform of the Security Council to make it more representative to today's realities. While also preserving its ability to act. (4) And we are also in favour of the revitalisation of this General Assembly, the House of Equality between States.",,claude,claude-sonnet-5,2026-09-26
M_113,M_113_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) Nevertheless, this protection is today under assault. (2) And never, since 1945 has the very legitimacy of states and multilateral bodies such as the UN, been called into question to such an extent. (3) Restoring trust also means changing the organisation itself.",Threat/crisis framing of the current system despite some praise for the founding mission; coded Negative per Rule 6.B.,claude,claude-sonnet-5,2026-09-26
M_113,M_113_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Monaco calls on the real leaders of the United Nations to rethink the architecture of our system from 2030. Bringing on board the public and private sector, civil society and educational and cultural hubs, streamlining processes, preventing mandate duplication, consolidating specialized agencies, regional centres and the secretariat, and guaranteeing small states genuine inclusivity.",,claude,claude-sonnet-5,2026-09-26
M_114,M_114_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,(1) We have developed direct assistance to vulnerable groups including mothers and early childhood development- and we are also reaching our entire incountry population with quarterly supplemental income and improved access to digital finance tools.,"Borderline: framed as development assistance to mothers rather than an explicit rights/equality claim, but coded Positive as a stated benefit for women per Rule 6.G.",claude,claude-sonnet-5,2026-09-26
M_114,M_114_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_114,M_114_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_114,M_114_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_114,M_114_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_114,M_114_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) The United Nations is long overdue to reflect and renew the same spirit with which our Marshallese people first came to the UN, by delivering an apology and acknowledgement of the harm caused by impacts from the 67 nuclear weapons tested on our islands. (2) Today, we are not only being called upon to revitalize this 81 year-old institution created from the ashes of global conflict, but we are being challenged to address the complexities of a rapidly changing world.",Call to 'reflect and renew' and 'revitalize' the institution coded Positive per Rule 6.J even without a named mechanism.,claude,claude-sonnet-5,2026-09-26
M_114,M_114_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) The credibility and effectiveness of multilateral institutions is imperative for small nations. It is past time to better turn the urgency expressed in political declarations and resolutions into results, not repetition. (2) An institution that takes decisions collectively must also be accountable, collectively. (3) The international community is not listening closely to small island developing states, and it is not responding fast enough. Too often, the purported solutions for island nations don't seem to know the problems. (4) The Marshall Islands stands firm in investing ourselves in this multilateral institution with clear sight of its frustrations and grave errors.",,claude,claude-sonnet-5,2026-09-26
M_114,M_114_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Today, we are not only being called upon to revitalize this 81 year-old institution created from the ashes of global conflict, but we are being challenged to address the complexities of a rapidly changing world.",,claude,claude-sonnet-5,2026-09-26
M_115,M_115_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_115,M_115_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_115,M_115_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_115,M_115_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_115,M_115_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_115,M_115_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) It must also be the central mission of the remaking of this United Nations To change. You have to believe. We know we need to change how the United Nations works, how it takes decisions, and how it delivers on the ground. (2) there must be no letup, no slowing down in the relentless, relentless drive for reform of how disunited nations and its agencies does its business and delivers its services, to take our foot off the gas would be to let down the millions who need this United Nations to do better, be better at tackling the problems that blight their lives.",,claude,claude-sonnet-5,2026-09-26
M_115,M_115_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) That erosion of trust is leading to the corrosion of the international order, not the improvement of the international order, but the destruction of the international order. (2) if we are to have any hope of renewing the trust of the citizens with serving global institutions and the global order.",Speaker praises the historical international order's achievements but frames the present system as eroding/corroding and in need of restoring trust — coded Negative per Rule 6.B.,claude,claude-sonnet-5,2026-09-26
M_115,M_115_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) But the implementation of those values, the way we turn those fine words into fine actions, must always be a process of constant evolution. We can never stand still if we are to keep cooperation alive. (2) Malta remains thoroughly committed to the implementation of the pact for the future and all of its associated actions.",,claude,claude-sonnet-5,2026-09-26
M_116,M_116_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_116,M_116_women_leadership_position,Gender and women's leadership,women_leadership_position,2,Mixed / Ambiguous,"(1) Fund seeks to attract investment to build new energy generation capacity, unlock energy independence and lay a new foundation for national prosperity that benefits every Mosotho. We therefore call for partnerships to mobilise the requisite resources for clean energy projects, which can create significant employment opportunities for our youth and women.","Women mentioned only as beneficiaries of employment opportunities alongside youth, not a clear leadership/participation claim; coded Mixed as borderline.",claude,claude-sonnet-5,2026-09-26
M_116,M_116_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_116,M_116_sg_selection_position,SG election,sg_selection_position,0,No Mention,,"Praise of outgoing PGA and sitting Secretary-General's tenure only; no reference to SG selection/appointment process, per Rule 6.F.",claude,claude-sonnet-5,2026-09-26
M_116,M_116_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_116,M_116_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) We welcome progress under the UN80 Initiative and appreciate efforts to enhance efficiency, effectiveness, and coherence within the UN system. (2) We reiterate our support for comprehensive reform of the Security Council, in line with the Ezulwini Consensus, to make it more representative, equitable, and reflective of current geopolitical realities.",,claude,claude-sonnet-5,2026-09-26
M_116,M_116_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) as we contemplate the future of multilateralism, we must renew our collective commitment to a United Nations that is more inclusive, effective, and responsive to contemporary global challenges and one in which developing countries, particularly African nations, have a stronger voice in global decision-making.","Framed as need to renew/restore trust and inclusiveness, implying present shortcomings — coded Negative per Rule 6.B rather than Mixed.",claude,claude-sonnet-5,2026-09-26
M_116,M_116_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) as we contemplate the future of multilateralism, we must renew our collective commitment to a United Nations that is more inclusive, effective, and responsive to contemporary global challenges and one in which developing countries, particularly African nations, have a stronger voice in global decision-making. (2) We further call for reform of the international financial architecture to make it more equitable, fit for purpose, and responsive to the needs of developing countries.",,claude,claude-sonnet-5,2026-09-26
M_117,M_117_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_117,M_117_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_117,M_117_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_117,M_117_sg_selection_position,SG election,sg_selection_position,0,No Mention,,"Only congratulation of PGA and thanks to outgoing Secretary-General's tenure; no reference to SG selection process, per Rule 6.F.",claude,claude-sonnet-5,2026-09-26
M_117,M_117_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_117,M_117_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Tuvalu therefore stands in solidarity with fellow Member States in contributing to the restoration of that trust and advancing the necessary reforms and transformations that will enable the United Nations to deliver for all. (2) Tuvalu also supports the call for necessary reform of the UN Security Council to ensure that it is more representative, inclusive, transparent, and accountable, and better align with the reality of the twenty-first geo-political landscape.",,claude,claude-sonnet-5,2026-09-26
M_117,M_117_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) There is no denying that the architecture of multilateralism and international law founded on the UN Chater is under enormous stress. (2) And restoring trust in that architecture is critical, particularly for small island developing states like Tuvalu, whose sovereignty and future are anchored in that very architecture.",,claude,claude-sonnet-5,2026-09-26
M_117,M_117_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,(1) Tuvalu therefore stands in solidarity with fellow Member States in contributing to the restoration of that trust and advancing the necessary reforms and transformations that will enable the United Nations to deliver for all.,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,(1) That is why reform of the United Nations is necessary. So that the Organization can become more capable. So that it can deliver greater results. And certainly not to replace the responsibility of national states. But to act where collective action is needed.,,claude,claude-sonnet-5,2026-09-26
M_118,M_118_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) Today, trust in the international system is being jeopardized precisely because too many people have a justified sense that the rules do not apply equally. That power sometimes takes precedence over principle. That commitments are conditional. (2) We must not wait for institutions to lose all public trust before we reform them.","Speech also contains present-tense positive claims (UN as space for dialogue) but per Rule 6.B, restoration/crisis diagnosis language dominates and drives the code to Negative.",claude,claude-sonnet-5,2026-09-26
M_118,M_118_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,(1) That is why reform of the United Nations is necessary. So that the Organization can become more capable. So that it can deliver greater results.,Per rule: un_reform_position=1 forces future_multilateralism=6.,claude,claude-sonnet-5,2026-09-26
M_119,M_119_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) My government is prioritizing legal frameworks that empower young people, advance gender equality, and strengthen the protection of women and children against domestic violence. (2) We welcome global progress in advancing the rights and full participation of women and persons with disabilities in the economy, and Solomon Islands is committed to accelerating that progress at home.",,claude,claude-sonnet-5,2026-09-26
M_119,M_119_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) We welcome global progress in advancing the rights and full participation of women and persons with disabilities in the economy, and Solomon Islands is committed to accelerating that progress at home.",,claude,claude-sonnet-5,2026-09-26
M_119,M_119_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_119,M_119_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) Solomon Islands looks to the next Secretary-General to lead with vision and to ensure that the Secretariat is accountable to all Member States, serving the interests of small and large States on an equal footing.",,claude,claude-sonnet-5,2026-09-26
M_119,M_119_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_119,M_119_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) The UN80 reform process must strengthen the Organization's effectiveness and relevance without diminishing its presence, services or support in the most vulnerable regions, where assistance is needed most. Reform must enhance delivery, not reduce it. (2) Solomon Islands reiterates its support for comprehensive reform of the Security Council to make it more representative, transparent, accountable and reflective of today's realities. (3) The veto is a relic of 1945. Too often, it has been used to shield violations of international law and to entrench the double standards that fuel conflict. At a minimum, the veto must never again be used in situations of genocide, crimes against humanity or war crimes. Ultimately, it should be abolished.",,claude,claude-sonnet-5,2026-09-26
M_119,M_119_current_multilateralism_position,Multilateralism,current_multilateralism_position,2,Mixed / Ambiguous,"(1) We meet at a time when multilateralism is under serious strain, and when the notion that might is right appears to be making a return. Yet we continue to gather, in forums and dialogues around the world and here in the General Assembly, the pinnacle of multilateralism. That, in itself, is cause for hope. (2) The United Nations is not perfect, but it remains the cornerstone of multilateral diplomacy and the indispensable platform through which nations preserve peace, advance sustainable development, uphold international law and protect human rights.","Genuine mixed evaluation: present-tense strain/threat balanced against present-tense affirmation of the UN as indispensable cornerstone, without restoration language.",claude,claude-sonnet-5,2026-09-26
M_119,M_119_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) The UN80 reform process must strengthen the Organization's effectiveness and relevance without diminishing its presence, services or support in the most vulnerable regions, where assistance is needed most. Reform must enhance delivery, not reduce it. (2) Solomon Islands reiterates its support for comprehensive reform of the Security Council to make it more representative, transparent, accountable and reflective of today's realities.",un_reform_position=1 forces code 6.,claude,claude-sonnet-5,2026-09-26
M_120,M_120_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) We are encouraging the spirit of entrepreneurship by supporting small and micro enterprises, especially women-owned businesses.",,claude,claude-sonnet-5,2026-09-26
M_120,M_120_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_120,M_120_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_120,M_120_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) Saint Lucia wishes to express its endorsement of the candidate of the Republic of Guyana, Ms. Caroline Rodrigues-Birkett, for the post of Secretary General. Her distinguished record of public and international service speaks directly to the kind of leadership this moment demands.",,claude,claude-sonnet-5,2026-09-26
M_120,M_120_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,"(1) Saint Lucia wishes to express its endorsement of the candidate of the Republic of Guyana, Ms. Caroline Rodrigues-Birkett, for the post of Secretary General. Her distinguished record of public and international service speaks directly to the kind of leadership this moment demands.",Named woman candidate explicitly endorsed for SG.,claude,claude-sonnet-5,2026-09-26
M_120,M_120_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Saint Lucia advocates for a comprehensive reform of the Security Council to enhance its legitimacy and effectiveness in addressing contemporary global challenges, thereby restoring trust and a more inclusive multilateral system. (2) A 21st-century United Nations Security Council could have been more successful in its responsibility for international peace and security had it not been anchored in the world of 1945. The prolonged reform process must be concluded quickly to include expanded permanent and non-permanent membership for Africa, the Asia-Pacific, and Latin America and the Caribbean regions. This reform is essential to restore trust in the United Nations and ensure it delivers peace and security for all.",,claude,claude-sonnet-5,2026-09-26
M_120,M_120_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) Today we meet at a moment of profound international uncertainty. Conflict is spreading, trust is eroding, development gains are being reversed, and the rules intended to protect humanity are too often applied selectively. (2) Trust will be restored only when promises are matched by action, when commitments are honoured, and when the United Nations delivers meaningful results for every nation, and when there is due regard for multilateral principles not only for the most powerful, but also for the weakest of us as well.",,claude,claude-sonnet-5,2026-09-26
M_120,M_120_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Saint Lucia advocates for a comprehensive reform of the Security Council to enhance its legitimacy and effectiveness in addressing contemporary global challenges, thereby restoring trust and a more inclusive multilateral system.",un_reform_position=1 forces code 6.,claude,claude-sonnet-5,2026-09-26
M_121,M_121_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_un_reform_position,UN reform,un_reform_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_current_multilateralism_position,Multilateralism,current_multilateralism_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_121,M_121_future_multilateralism_position,Multilateralism,future_multilateralism_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
M_122,M_122_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,(1) Fundamental rights of the Afghan people — especially women and girls; must be respected.,,claude,claude-sonnet-5,2026-09-26
M_122,M_122_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-26
