id_speech,extract_id,cluster,indicator_name,code,option,textual_extract,coder_notes,coding_source,model,date_coded
M_35,M_35_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,(1) The next Secretary General must defend the Charter with conviction. He must or she must uphold international law.,"Inferential: gender-neutral phrasing (""he must or she must"") explicitly signals openness to a female Secretary-General, coded as a supportive position on this dimension.",claude,claude-sonnet-5,2026-09-24
M_35,M_35_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) But we support the Secretary General's UN80 initiative. Reform is not about weakening the United Nations. It is about making it stronger, more focused, and better able to deliver on its mandate. That must include also the Security Council. Its composition must better reflect the world of today, not the world of 1945. Latvia supports an expanded and more representative Security Council. (2) And this organization is worth reforming so that this organization can deliver.",,claude,claude-sonnet-5,2026-09-24
M_35,M_35_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) The world order is breaking down. The rules-based order that brought stability is under growing strain. (2) The United Nations cannot take its relevance for granted. It must earn it day by day, not through the number of meetings we hold, not through the number of resolutions we adopt, but through real and tangible results. The United Nations must prove that it can still make a difference when it matters most.",,claude,claude-sonnet-5,2026-09-24
M_35,M_35_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) But we support the Secretary General's UN80 initiative. Reform is not about weakening the United Nations. It is about making it stronger, more focused, and better able to deliver on its mandate. (2) And this organization is worth reforming so that this organization can deliver.",,claude,claude-sonnet-5,2026-09-24
M_36,M_36_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) Allow me to conclude by welcoming the initiatives of First Ladies and First Gentlemen on children and education, innovation, digital education, and child safety. Romania has joined the concepts initiated by Melania Trump, Emine Erdoğan, and Olena Zelenska.","Borderline: framed around First Ladies' initiatives on children/education rather than a direct rights or equality claim; coded Positive as it endorses a women-led (and gender-inclusive, given First Gentlemen mention) initiative benefiting children broadly, but the gender-equality content is thin.",claude,claude-sonnet-5,2026-09-24
M_36,M_36_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) Allow me to conclude by welcoming the initiatives of First Ladies and First Gentlemen on children and education, innovation, digital education, and child safety. Romania has joined the concepts initiated by Melania Trump, Emine Erdoğan, and Olena Zelenska.",Same passage as gender_equality_position; codes matched per consistency rule.,claude,claude-sonnet-5,2026-09-24
M_36,M_36_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_36,M_36_sg_selection_position,SG election,sg_selection_position,0,No Mention,,"Speech discusses a Romanian candidacy for Secretary-General of the International Organisation of La Francophonie (OIF), not the UN Secretary-General; per Rule F this does not count as sg_selection_position and is coded 0.",claude,claude-sonnet-5,2026-09-24
M_36,M_36_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_36,M_36_un_reform_position,UN reform,un_reform_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_36,M_36_current_multilateralism_position,Multilateralism,current_multilateralism_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_36,M_36_future_multilateralism_position,Multilateralism,future_multilateralism_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_37,M_37_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) During this dialogue, I sense the enthusiasm of young people and women to build a community with a shared future in the spirit of Ubuntu. (2) a dialogue that highlighted the link between water, peace, conflict prevention, and inclusive leadership by young people and women.",,claude,claude-sonnet-5,2026-09-24
M_37,M_37_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) coupled with the Women, Peace, and Security Agenda. (2) a dialogue that highlighted the link between water, peace, conflict prevention, and inclusive leadership by young people and women.",,claude,claude-sonnet-5,2026-09-24
M_37,M_37_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_37,M_37_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) Burundi also wishes to contribute to the debate on the selection process for the next Secretary General of the United Nations. In the current international context marked by deep geopolitical divisions and growing challenges to multilateralism, this process must be conducted in the spirit of transparency, openness, and collective responsibility. We believe that this process must be based above all on qualifications, experience, integrity, independence of judgment, diplomatic skill, and the ability to bring together the positions of all member states. We need a true bridge builder, a leader capable of engaging in dialogue with all parties, of bringing positions closer together even when divergences appear unsurmountable, but also of showing firmness, courage, and independence when it comes to defending the principles of the United Nations Charter and ensuring that the collective interest prevails.",,claude,claude-sonnet-5,2026-09-24
M_37,M_37_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_37,M_37_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) We must strengthen multilateralism, reform global governance, and place human dignity at the heart of our collective action. (2) We therefore strongly reaffirm the need for reform of the United Nations Security Council in order to allow for permanent African representation and more equitable participation by the continent in the international community's decision-making mechanisms. (3) Burundi believes that discussions on reform must also address the financial viability of the United Nations system by strengthening the predictability, transparency, and sustainability of its financing. (4) For Africa, we want a United Nations that is more representative, more effective, and closer to the peoples.",,claude,claude-sonnet-5,2026-09-24
M_37,M_37_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) How can we restore trust in multilateralism and ensure that international institutions truly meet the expectations of all peoples? (2) rendering the international community unable to resolve these crises through peaceful means. (3) Burundi and the African Union express the hope that the high-level debate of this 81st session of the United Nations General Assembly will mark a new beginning for a consolidated multilateralism, a United Nations in which every state and every region counts.",Restoring-trust framing and 'new beginning' language indicate present system seen as having lost credibility; coded Negative per Rule 6.B.,claude,claude-sonnet-5,2026-09-24
M_37,M_37_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) And we are choosing a renewed multilateralism in which every region, every people, and every nation counts. (2) We therefore strongly reaffirm the need for reform of the United Nations Security Council in order to allow for permanent African representation and more equitable participation.",,claude,claude-sonnet-5,2026-09-24
M_38,M_38_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,"Women and children mentioned only as victims of war/aggression, not as a rights/discrimination claim; per rule this is No Mention.",claude,claude-sonnet-5,2026-09-24
M_38,M_38_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_38,M_38_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_38,M_38_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_38,M_38_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_38,M_38_un_reform_position,UN reform,un_reform_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_38,M_38_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) None of the international laws have been adhered to by them. This is what we're facing. (2) everything uttered about our country goes against the very essence and charter in the spirit of the United Nations. (3) If we truly seek to have an order based on international law and standards, it must be based in justice, common human will, uplifting human dignity because a peace that does not encompass all is no peace and fairness and justice that does not embrace all is not worthy of being called justice and fairness.",,claude,claude-sonnet-5,2026-09-24
M_38,M_38_future_multilateralism_position,Multilateralism,future_multilateralism_position,2,Mixed / Ambiguous,"(1) We must not build a world in which military power replaces legitimacy, terrorism replaces politics and negotiations and war replaces dialogue and diplomacy. (2) We seek to think about a worthy future in which security, fairness, justice, human dignity will become an alienable right for all people, for all humans, a future in which no people are driven to the sidelines.",Aspirational future vision without a clear institutional stance on strengthening vs transforming existing multilateral system; coded Mixed/Ambiguous.,claude,claude-sonnet-5,2026-09-24
M_39,M_39_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_39,M_39_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_39,M_39_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_39,M_39_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) that is why we believe that the selection of the next Secretary-General will be a fundamental decision. The time has come for that leadership to come from Latin America and the Caribbean. Our region has a vocation for peace, dialogue and multilateralism, and it has candidates that are capable of taking up that responsibility. We need a Secretary-General who restores the organisation's political leadership, one that strengthens preventive diplomacy, acts before crises become irreversible, and one that listens to the states and the peoples whom this organisation serves.",,claude,claude-sonnet-5,2026-09-24
M_39,M_39_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_39,M_39_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) The United Nations, and I am neither the first nor the last to say so, needs renewal. It needs fresh impetus, and the admirable theme of this assembly calls for a United Nations for all. (2) the organisation, dear friends, has to change too. Different problems need different solutions. (3) the Security Council must cease to be a pretty snapshot of the world as it was in 1945, it must listen more closely to this assembly and must not remain paralysed when peace is threatened. We need a UN for 2026 or for 2050, not one for 1945.",,claude,claude-sonnet-5,2026-09-24
M_39,M_39_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) how can we have a United Nations for all when it is led by a Security Council of the few? Worse still, this is a council that was designed 80 years ago for another era, for another scenario, another entire set of circumstances, one that all too often demonstrates it is simply unable to address today's problems. (2) magnificent idea the United Nations will simply be overtaken by events and will be reduced to a forum for beautiful speeches with very little action for ordinary people. (3) Paraguay wishes to shoulder greater responsibilities within the system, but this system as it stands simply isn't working.",,claude,claude-sonnet-5,2026-09-24
M_39,M_39_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) The United Nations remains indispensable. It is the only system that enables all the countries of the world to coexist. But it must become more effective at preventing conflict, protecting people, and ensuring respect for the rules that states themselves have agreed upon. (2) We need a UN for 2026 or for 2050, not one for 1945. (3) Let us be extremists, dear friends, extremists in defence of multilateralism, concord and peace.",,claude,claude-sonnet-5,2026-09-24
M_40,M_40_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_40,M_40_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_40,M_40_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_40,M_40_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,(1) The next Secretary-General will face a defining task: adapting the United Nations to a world of growing geopolitical rivalry and fragmentation. We expect her or him to carry forward the UN80 agenda and turn reforms into results.,,claude,claude-sonnet-5,2026-09-24
M_40,M_40_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,(1) We expect her or him to carry forward the UN80 agenda and turn reforms into results.,"Gender-neutral 'her or him' phrasing treated as mild positive/inclusive framing of a possible female SG, not a strong endorsement.",claude,claude-sonnet-5,2026-09-24
M_40,M_40_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) we commend his efforts to reform and modernize the United Nations. (2) We expect her or him to carry forward the UN80 agenda and turn reforms into results. (3) The success of UN reform will be judged not by new structures or new language, but by whether the multilateral system can deliver, uphold international law and make its rules matter.",,claude,claude-sonnet-5,2026-09-24
M_40,M_40_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) 'Restoring trust, managing transformation' is a fitting theme for this year's session. (2) Power has always been unevenly distributed. Today, however, we are witnessing profound changes that are reshaping the post-war system. (3) When rules are cast aside, raw power fills the vacuum. A world dominated by great-power competition is a volatile world, less able to address the most pressing challenges of our time. (4) The future legitimacy of the United Nations will depend on it.","Restoration/crisis framing plus threat-to-legitimacy language coded Negative per rule 6.B, despite 'the UN remains indispensable' language elsewhere.",claude,claude-sonnet-5,2026-09-24
M_40,M_40_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,(1) We expect her or him to carry forward the UN80 agenda and turn reforms into results. (2) And that is why we must make multilateralism work.,,claude,claude-sonnet-5,2026-09-24
M_41,M_41_gender_equality_position,Gender and women's leadership,gender_equality_position,3,Negative / Pushback,"(1) We saw this with the Millennium Agenda, we saw it with the 2030 Agenda, with economic regulation, gender agendas, environmental extremism and unchecked immigration.",Listed among rejected 'impositions' alongside environmental extremism; treated as opposition/pushback to gender-equality agendas.,claude,claude-sonnet-5,2026-09-24
M_41,M_41_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_41,M_41_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_41,M_41_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_41,M_41_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_41,M_41_un_reform_position,UN reform,un_reform_position,0,No Mention,,"Speech is an extended critique of the UN's failures and overreach but does not call for reform of the institution itself; it calls for Argentina to act independently rather than proposing UN reform mechanisms. Per rule 6.J, critique without a reform/transform/renew call stays No Mention.",claude,claude-sonnet-5,2026-09-24
M_41,M_41_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) it is time to acknowledge that, in practice, that sacred covenant has been broken. That's to say it's become a useless organisation whose only purpose is to sustain a caste of fatally arrogant parasites masquerading as well-intentioned bureaucrats. (2) an institution that cannot ensure that its words carry weight in the real world loses the most important thing of all, its authority. (3) alongside that failure, they have built a bureaucratic leviathan devoted to deciding how the peoples of the world and their citizens should live. (4) the arrival of artificial intelligence demonstrates quite something else... the psychological terror instilled by the state.",,claude,claude-sonnet-5,2026-09-24
M_41,M_41_future_multilateralism_position,Multilateralism,future_multilateralism_position,2,Mixed / Ambiguous,"(1) We will continue to participate in multinatural fora in good faith, because some problems mean that we need to work together. But we mustn't confuse cooperation with subordination.","Speech rejects the current multilateral system strongly but does not propose a reform mechanism; expresses willingness for selective/conditional cooperation without a clear vision for the system's future, coded Mixed per the acknowledged gap in the codebook for this scenario.",claude,claude-sonnet-5,2026-09-24
M_42,M_42_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) We will continue our strong commitment to women's rights and gender equality, including sexual and reproductive health and rights. (2) Together with New Zealand and Colombia, Estonia is leading negotiations on the Human Rights Council on the resolution on preventing maternal mortality and morbidity. Maternal survival is a question of justice and human rights, not only healthcare.",,claude,claude-sonnet-5,2026-09-24
M_42,M_42_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) Estonia also feels that after 81 years, it is time for this organization to be led by a woman.",Same passage used for women_multilateral_leadership_position; per rule this indicator cannot be 0 when the multilateral one is non-zero.,claude,claude-sonnet-5,2026-09-24
M_42,M_42_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) Estonia also feels that after 81 years, it is time for this organization to be led by a woman.",,claude,claude-sonnet-5,2026-09-24
M_42,M_42_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) This year, the United Nations is set to make arguably one of its most consequential decisions: the selection and appointment of its next Secretary-General. As an active member of the Accountability, Coherence and Transparency Group, Estonia has stood for a transparent, fair and inclusive process. (2) At this challenging time for the organization, we need a strong and principled leader with an impeccable track record in championing and upholding international law, human rights and the principles of the Charter.",,claude,claude-sonnet-5,2026-09-24
M_42,M_42_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,"(1) Estonia also feels that after 81 years, it is time for this organization to be led by a woman.",,claude,claude-sonnet-5,2026-09-24
M_42,M_42_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) it is also true that the UN requires profound reforms to be able to tackle the challenges of the 21st century. (2) Estonia supports the system-wide reform of the UN80 and Humanitarian Reset, which are both well underway and have already delivered some encouraging results. (3) we adopt it as our shared task to readjust the structure of the UN around all three pillars, as well as to reassess how the United Nations operates. (4) Estonia has long advocated for permanent members to refrain from vetoing resolutions aimed at ending mass atrocities.",,claude,claude-sonnet-5,2026-09-24
M_42,M_42_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) the multilateral world order, with the UN and its Charter at its core, is at a profound turning point. (2) Blatant disregard for international law and the principles of the Charter, reinforced by a sense of impunity, too often dominates over adherence to the rule of law and cooperation between countries for a better future. (3) The cooperative spirit in the international relations that emerged after San Francisco and that was clearly present after the end of the Cold War is fading away. The UN is suffering because of it. (4) its inability to take timely and decisive decisions on some of the worst crises we are seeing today risks rendering the United Nations irrelevant.",,claude,claude-sonnet-5,2026-09-24
M_42,M_42_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Let us preserve what matters, adapt where we must, and design the future – together. We have a choice: to shape change, or to be shaped by it.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) e elect a woman with unquestionable integrity, an unblemished record in defence of human rights, strong advocacy of gender equality and inclusion, rule of law, democracy, solid experience in senior management in national and multilateral institutions.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) after more than 80 years of men at the helm of our organization, needless to say we ought to have enough wisdom and elect a woman with unquestionable integrity, an unblemished record in defence of human rights, strong advocacy of gender equality and inclusion, rule of law, democracy, solid experience in senior management in national and multilateral institutions.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) after more than 80 years of men at the helm of our organization, needless to say we ought to have enough wisdom and elect a woman with unquestionable integrity, an unblemished record in defence of human rights, strong advocacy of gender equality and inclusion, rule of law, democracy, solid experience in senior management in national and multilateral institutions.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) Soon we will elect a new Secretary-General. The regional rotation precedent must be preserved. (2) Africa had an unprecedented continuous 3 terms (Boutros BoutrosGhali 1992-1996, Kofi Annan 1997-2006). Now the Security Council will elect a Latin American as our new Secretary-General for 20272032.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,"(1) And after more than 80 years of men at the helm of our organization, needless to say we ought to have enough wisdom and elect a woman with unquestionable integrity, an unblemished record in defence of human rights, strong advocacy of gender equality and inclusion, rule of law, democracy, solid experience in senior management in national and multilateral institutions.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Timor-Leste urges comprehensive reform, expansion in both the permanent and non-permanent categories, so that developing countries and historically underrepresented regions have a stronger voice in decisions concerning international peace and security. (2) The veto is inconsistent with the sovereign equality of Member States.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) There's a painful cry for a better global order as we witness the weakening into irrelevance of multilateral institutions. (2) Many of those promises have remained unmet, raising concern that the phrase ""never again"" has lost all meaning.",,claude,claude-sonnet-5,2026-09-24
M_43,M_43_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Timor-Leste urges comprehensive reform, expansion in both the permanent and non-permanent categories, so that developing countries and historically underrepresented regions have a stronger voice in decisions concerning international peace and security. (2) The veto is inconsistent with the sovereign equality of Member States.",un_reform_position coded Positive (1) so this is set to Transformation (6) per rule.,claude,claude-sonnet-5,2026-09-24
M_44,M_44_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_44,M_44_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_44,M_44_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_44,M_44_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_44,M_44_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_44,M_44_un_reform_position,UN reform,un_reform_position,0,No Mention,,Speech criticizes selectivity and double standards in Security Council implementation but does not call for reform/change of the UN system itself; treated as no mention per Rule 6.J.,claude,claude-sonnet-5,2026-09-24
M_44,M_44_current_multilateralism_position,Multilateralism,current_multilateralism_position,2,Mixed / Ambiguous,"(1) So I think it also means that the state's foreign relations are an extension of its national interests, not an extension of others' conflicts within it. (2) The authority of international law and the credibility of its institutions are measured by their ability to move from monitoring violations to holding perpetrators accountable and from resolution to implementation for all without exception.",Speech criticizes selective implementation of Security Council resolutions and sanctions without clearly asserting the system is broadly failing or improving; coded Mixed as a borderline judgment call.,claude,claude-sonnet-5,2026-09-24
M_44,M_44_future_multilateralism_position,Multilateralism,future_multilateralism_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_45,M_45_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_45,M_45_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) I commend Palau’s First Lady for advancing efforts to combat tobacco and nicotine use, with a focus on youth. Her efforts led Palau to formally request the UN Secretary-General to initiate a WHO review of nicotine as a psychotropic substance.",Inferred as women's leadership evidence from praise of the First Lady's policy leadership role; borderline since it is not framed explicitly as a gender-representation claim.,claude,claude-sonnet-5,2026-09-24
M_45,M_45_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_45,M_45_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_45,M_45_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_45,M_45_un_reform_position,UN reform,un_reform_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_45,M_45_current_multilateralism_position,Multilateralism,current_multilateralism_position,1,Positive / Supportive,"(1) Secretary-General António Guterres, thank you for your leadership and service to the United Nations. Your climate leadership, steadfast defense of multilateralism, international law, human dignity, and the voices of the vulnerable carries special meaning for small island developing states. (2) The promise of multilateralism is that even the smallest can be heard, and that many voices — shaped by different histories and experiences — can move toward a common shore.",,claude,claude-sonnet-5,2026-09-24
M_45,M_45_future_multilateralism_position,Multilateralism,future_multilateralism_position,5,Preservation / Strengthening,"(1) Let us leave this Assembly committed to a multilateralism that honors every voice, values every form of knowledge, and carries us toward a safer, healthier, and more peaceful world.",,claude,claude-sonnet-5,2026-09-24
M_46,M_46_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_46,M_46_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_46,M_46_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_46,M_46_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_46,M_46_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-24
M_46,M_46_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Preserving Trust, also requires Institutions capable of responding to the World as it is today: The United Nations must, therefore, continue to evolve. (2) The UN80 Initiative is an important part of this effort. The Pact for the Future, and the 2030 Agenda and its Sustainable Development Goals, are also part of the effort to ensure that Multilateral Cooperation can respond to the needs of our time.",,claude,claude-sonnet-5,2026-09-24
M_46,M_46_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) The international order is not simply changing. It is being tested in an unprecedented manner. (2) In these times of transformation, the Credibility of the UN must be safeguarded. (3) If we ask states to believe in Multilateralism, if we expect them to be active contributors, then they must be able to Trust that the principles and decisions of our Institutions will be upheld without exception. (4) That is how we restore Trust.","Restoring-trust framing plus credibility-under-threat diagnosis coded Negative per rule 6.B, despite scattered positive/aspirational language.",claude,claude-sonnet-5,2026-09-24
M_46,M_46_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Transformation is inevitable. What must remain constant is the UN Charter as our compass. (2) The United Nations must, therefore, continue to evolve. The UN80 Initiative is an important part of this effort.",,claude,claude-sonnet-5,2026-09-24
M_47,M_47_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) I affirmed, from this very same rostrum, that it was the turn of Latin American and the Caribbean to provide renewed leadership, and that the time had come for a woman to be Secretary-General of this organisation. The candidates that are running confirm this. In more than 80 years no woman has led this organisation.",,claude,claude-sonnet-5,2026-09-24
