id_speech,extract_id,cluster,indicator_name,code,option,textual_extract,coder_notes,coding_source,model,date_coded
M_38,M_38_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_38,M_38_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""I think I speak on behalf of all of you when I say that the UN must lead the charge where it comes to this paradigm shift. They must return to the roots that made it the great organisation that it once was in the past."" (2) ""One, the principle of a core mandate, the central mission of the United Nations is to preserve international peace and security. Everything else must be viewed as complementary to or in service of that goal."" (3) ""Secondly, the principle of international subsidiarity. The UN must tackle an issue solely when it is patently clear that the problem demonstrably exceeds national capacity for action."" (4) ""Three, the principle of institutional efficiency... we believe that the UN requires a similar journey. That requires conducting reliable audits, closing ineffective programs, the consolidation of agencies into single bodies, and financing tied to real achievement."" (5) ""For the principle of normative simplification and streamlining, peace is not only the absence of conflict, it requires prosperous societies.""","Explicit multi-point institutional reform proposal (mandate narrowing, subsidiarity, audits/consolidation of agencies) constitutes Positive per Rule 6.I, despite otherwise harsh critique of UN overreach.",claude,claude-sonnet-5,2026-09-18
M_38,M_38_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""The successful model of the United Nations spoke of the need for peace without victory. It was grounded in cooperation between nation-states it was however replaced by a super national model of government comprising international bureaucrats that sought to impose on citizens across the world a specific way of life."" (2) ""as the years have passed this organization has acquired responsibilities that run counter to its founding spirit it has created layer upon layer of organizations, agencies and programs until it achieved this hypertrophy of administrations that are barely effective when it comes to resolving the problems for which they were created."" (3) ""This contradiction between lofty goals and scant results has created the erosion of the prestige of this House."" (4) ""The poor results of Agenda 2030 bear witness to whatever outlined above."" (5) ""Argentina decided to step aside from this process because we saw in Agenda 2030, the improper expenditure of scant resources for purposes that we don't share in order to distract attention from the real global difficulties.""",,claude,claude-sonnet-5,2026-09-18
M_38,M_38_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""I think I speak on behalf of all of you when I say that the UN must lead the charge where it comes to this paradigm shift. They must return to the roots that made it the great organisation that it once was in the past."" (2) ""I wish to humbly lay before you as an Assembly for principles that we think might serve as we seek to achieve the aforementioned goal... the principle of a core mandate... the principle of international subsidiarity... the principle of institutional efficiency... the principle of normative simplification and streamlining."" (3) ""These principles will be highly valuable, we believe, in terms of getting our organisation back on course so it can stand the test of time and produce tangible results over time.""","Per Rule K, un_reform_position=1 requires future_multilateralism_position=6.",claude,claude-sonnet-5,2026-09-18
M_39,M_39_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) ""It was a great Australian, Jesse Street, one of just eight women among the 850 delegates who gathered in San Francisco in 1945, who insisted that the UN Charter make specific mention of sexual discrimination. Because she said, where the rules are silent, women are not usually considered."" (2) ""That is why Australia proudly works to promote education, economic opportunity and empowerment for women and girls around the world.""",,claude,claude-sonnet-5,2026-09-18
M_39,M_39_women_leadership_position,Gender and women's leadership,women_leadership_position,1,Positive / Supportive,"(1) ""As one of the world's oldest democracies, and one of the first where women could vote in elections and stand for parliament, Australia knows societies and economies are stronger when they draw on the talents of all of their citizens."" (2) ""It was a great Australian, Jesse Street, one of just eight women among the 850 delegates who gathered in San Francisco in 1945, who insisted that the UN Charter make specific mention of sexual discrimination.""",,claude,claude-sonnet-5,2026-09-18
M_39,M_39_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) ""It was a great Australian, Jesse Street, one of just eight women among the 850 delegates who gathered in San Francisco in 1945, who insisted that the UN Charter make specific mention of sexual discrimination. Because she said, where the rules are silent, women are not usually considered.""","Inferential: passage praises a historical woman's role in shaping the UN Charter at its founding, framed as a model for present multilateral representation; coded Positive as an endorsement of women's contribution to multilateral institution-building.",claude,claude-sonnet-5,2026-09-18
M_39,M_39_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_39,M_39_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_39,M_39_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""We have to prove it, not by pointing to longevity or appealing to history, but by reforming the United Nations so that it can serve us better in the present, and by working together to shape the future.""",,claude,claude-sonnet-5,2026-09-18
M_39,M_39_current_multilateralism_position,Multilateralism,current_multilateralism_position,1,Positive / Supportive,"(1) ""The United Nations is much more than an arena for the great powers to veto each other's ambitions. This is a platform for middle powers and small nations to voice and achieve our aspirations."" (2) ""This is a place for the global spotlight to shine on suffering and struggles that might otherwise be forgotten. And for the international community to work together to advance our shared interests and to tackle challenges we cannot meet alone."" (3) ""That is how the UN proves its worth and makes it case by delivering food to villages in the grip of famine, by providing vaccines that spare families from disease, by bringing clean water to a community on the brink, by helping countries break the shackles of poverty, by liberating children from exploitation or abuse, by guarding against the spread of nuclear weapons and working for a world free of nuclear weapons.""","Speech also contains hypothetical warnings ('if the United Nations steps back, we all lose ground') and a reform call, but these are framed as calls to action/conditional warnings rather than a claim that the system has already lost credibility; present-tense positive claims about ongoing delivery predominate, so coded Positive rather than Negative or Mixed.",claude,claude-sonnet-5,2026-09-18
M_39,M_39_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""We have to prove it, not by pointing to longevity or appealing to history, but by reforming the United Nations so that it can serve us better in the present, and by working together to shape the future."" (2) ""More than ever we must work to build a future true to the United Nations noble purpose and worthy of our people's greatest qualities.""","Per Rule K, un_reform_position=1 requires future_multilateralism_position=6.",claude,claude-sonnet-5,2026-09-18
M_40,M_40_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) We affirm that peace must be inclusive. It must guarantee the participation of women and young people. (2) My country is already acting within its means. We have validated our third national report on Resolution 1325, Women, Peace and Security. We have updated our follow-up plan of Beijing plus 30. We're strengthening national accountability mechanisms to put women, young people, and the most vulnerable at the heart of public policies.",,claude,claude-sonnet-5,2026-09-18
M_40,M_40_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_40,M_40_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_40,M_40_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_40,M_40_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_40,M_40_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) These values cannot be ensured without a profound reform of the multilateral system, and in particular of the United Nations Security Council. Its current composition has become obsolete and even illegitimate. (2) Africa must have two permanent seats with the right to veto, not as a favor to it, but as a measure of justice, not as a privilege, but as a need. (3) This example of good practice requires courageous political action, reforming the UN, reforming the world financial architecture, establishing a global prevention fund, strengthening the role of regional organizations, mobilizing major powers, not to divide but to unite.",,claude,claude-sonnet-5,2026-09-18
M_40,M_40_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) Yet today, eighty years later, the question arises, is the UN still capable of fulfilling that mission? The proliferation of conflicts, the fragmentation of the world into antagonistic blocks, the overuse of the veto and the paralysis of the Security Council give the impression of an organisation that is running out of steam. (2) Its current composition has become obsolete and even illegitimate.",,claude,claude-sonnet-5,2026-09-18
M_40,M_40_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) This example of good practice requires courageous political action, reforming the UN, reforming the world financial architecture, establishing a global prevention fund, strengthening the role of regional organizations, mobilizing major powers, not to divide but to unite. (2) We propose also the establishment of a global charter for digital governance and ethical, artificial intelligence...We call on the establishment of a global index of equity and democratic resilience.",,claude,claude-sonnet-5,2026-09-18
M_41,M_41_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_41,M_41_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_41,M_41_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_41,M_41_sg_selection_position,SG election,sg_selection_position,0,No Mention,,"Speech congratulates Anna Lena Baerbock as President of the General Assembly (PGA), not the Secretary-General; per Rule 6.F this does not count as SG selection.",claude,claude-sonnet-5,2026-09-18
M_41,M_41_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_41,M_41_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Now Africa must finally obtain its legitimate rightful place within the Security Council of the United Nations. (2) We advocate for reform of the international financial architecture. Following the COVID-19 pandemic, the climate crisis and the increasing debt of developing countries it is crucial to adapt the global financial system to the economic, geopolitical and social realities.",,claude,claude-sonnet-5,2026-09-18
M_41,M_41_current_multilateralism_position,Multilateralism,current_multilateralism_position,2,Mixed / Ambiguous,"(1) We advocate for strong and just multilateralism and solidarity based on the UN Charter and respect for the sovereign equality of states. We must reaffirm also our commitment to a fairer world order where small states have a voice and can fully participate in global governance, and to turn back the tide of protectionism and stop people looking inward. (2) With five years to go before the deadline, it is notable that the world is not more just, more peaceful or more equitable. On the contrary, inequalities have increased, conflicts multiplied, and humanity is moving further and further away from the vision that once drove us.","Speech expresses both a positive present-tense endorsement of multilateralism and strong criticism of the current global order's failures (SDGs, Gaza, Ukraine); coded Mixed as it does not clearly diagnose the UN/multilateral system itself as broken but rather the state of the world, while also affirming commitment to it.",claude,claude-sonnet-5,2026-09-18
M_41,M_41_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) We advocate for reform of the international financial architecture...it is crucial to adapt the global financial system to the economic, geopolitical and social realities. (2) Now Africa must finally obtain its legitimate rightful place within the Security Council of the United Nations.",,claude,claude-sonnet-5,2026-09-18
M_42,M_42_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_42,M_42_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_42,M_42_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_42,M_42_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_42,M_42_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_42,M_42_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) Hence, we call for a reform of its bodies, starting with its security council. This so as to make these bodies more representative, more transparent, and closer to the realities of our world. (2) One can see clearly that the Security Council in its current composition no longer reflects the geopolitical balance of our world. Thus, the urgent need to reform not in theory, but in practice. (3) I wish to state forcefully, Africa deserves permanent representation on the United Nations Security Council, not as the beneficiary of a favor, but as a legitimate partner.",,claude,claude-sonnet-5,2026-09-18
M_42,M_42_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) But today, this multilateralism is under threat by national egotism and by unilateral policies which are a source of harmful diplomatic crises. This tendency needs to be rolled back. (2) In this instable world, many people are in doubt today. Many people are asking questions. They're asking, is the United Nations still useful? Is the United Nations still good for anything? (3) This is also the sign of a weakened international system, sometimes a powerless international system, faced with the logic of confrontation.",,claude,claude-sonnet-5,2026-09-18
M_42,M_42_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) Yes, the United Nations is crucial, but provided one condition is met, namely that the United Nations succeeds in evolving, in reforming itself, in moving closer to the people and provided it responds concretely to the myriad challenges of the present moment. (2) We must invent a smarter multilateralism, a more effective multilateralism, one that is closer to the aspirations of the people and one that is more representative of the realities of the 21st century.",,claude,claude-sonnet-5,2026-09-18
M_43,M_43_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) ""In confronting the persistent inequalities that limit the dignity and rights of women and girls, together with Cabo Verde, Costa Rica achieved the adoption by consensus of the political declaration marking the 30th anniversary of the 4th World Conference on Women, and Costa Rica with great responsibility and commitment assumed the presidency of the 70th session of the Commission on the Status of Women.""",,claude,claude-sonnet-5,2026-09-18
M_43,M_43_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_43,M_43_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) ""Costa Rica with great responsibility and commitment assumed the presidency of the 70th session of the Commission on the Status of Women.""",Inferred as multilateral women's leadership because it concerns Costa Rica's own leadership role within a UN body dedicated to women's status; not a broader statement about women's representation generally.,claude,claude-sonnet-5,2026-09-18
M_43,M_43_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) ""The person who will hold the Office of Secretary-General as of January 20, 27 must have the leadership and vision required to face the three great global challenges. The vision that comes from experience and the courage that only years of service at the highest level can provide what is required is authority that is born of integrity. There must be a person who embraces with wisdom and conviction the three pillars of this organization. Someone who forges consensus and inspires hope, even in the most difficult circumstances, someone with the determination to renew and strengthen this organization."" (2) ""We are confident that we will find that person, and we are confident also that we will find that person in our region because it is the turn of Latin America and the Caribbean.""",,claude,claude-sonnet-5,2026-09-18
M_43,M_43_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,Speech advocates for regional rotation (Latin America and the Caribbean) but does not reference gender/a woman candidate for SG.,claude,claude-sonnet-5,2026-09-18
M_43,M_43_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""someone with the determination to renew and strengthen this organization."" (2) ""The world has changed and our organization must change with it.""",,claude,claude-sonnet-5,2026-09-18
M_43,M_43_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""Now at a time when military spending has reached its highest level since the Cold War, behind every dollar spent on weapons, on all weapons, we see a political choice that privileges force over dialogue, weakens trust in multilateral institutions, and contradicts the spirit of the Charter."" (2) ""Costa Rica observes with concern how these crises fuel the power of drug trafficking and organized crime... taking advantage of the vulnerability of those seeking international protection."" (3) ""Preventive diplomacy costs millions, but repairing its failures costs billions... We could have acted in time. We could have prevented the repeated and systematic violations of human rights, and the exodus of millions.""",,claude,claude-sonnet-5,2026-09-18
M_43,M_43_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""someone with the determination to renew and strengthen this organization."" (2) ""The world has changed and our organization must change with it.""",Consistent with Positive un_reform_position code.,claude,claude-sonnet-5,2026-09-18
M_44,M_44_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) ""Croatia congratulates you on your election, a step forward for gender equality.""",,claude,claude-sonnet-5,2026-09-18
M_44,M_44_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_44,M_44_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) ""Croatia congratulates you on your election, a step forward for gender equality.""","Inferred: this refers to the PGA's election being framed by Croatia explicitly as a gender-equality milestone within a UN/multilateral body, not domestic leadership.",claude,claude-sonnet-5,2026-09-18
M_44,M_44_sg_selection_position,SG election,sg_selection_position,0,No Mention,,"Reference is to the PGA election (Madame President), not the Secretary-General; per Rule 6.F this does not count as SG selection.",claude,claude-sonnet-5,2026-09-18
M_44,M_44_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,"Gender-equality comment is tied to the PGA election, not the SG; per Rule 6.F this does not count.",claude,claude-sonnet-5,2026-09-18
M_44,M_44_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""Reforming the United Nations is an existential necessity. At 80, the UN must adapt to stay relevant and effective. We welcome the Secretary-General's UN80 initiative as an opportunity not only to celebrate achievements but also to reform and revitalize the Organization."" (2) ""Security Council reform remains essential. The Council must become more inclusive, effective, transparent, and accountable. Croatia supports comprehensive reform, including enlargement in both categories of membership and stronger representation of underrepresented regions, especially Africa."" (3) ""The humanitarian system must be reformed to respond with speed, innovation, and stronger partnerships with local actors. Croatia supports the UN's “Humanitarian Reset” in order to make responses more agile, effective, and grounded in resilience.""",,claude,claude-sonnet-5,2026-09-18
M_44,M_44_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""Armed conflicts are more numerous than at any time since the Second World War. They are multiplying and intensifying, overwhelming humanitarian systems and eroding trust in our capacity to prevent or resolve crises."" (2) ""The world is not short of strategies, reports, or debates. What it lacks is political courage. Let us find that courage together—and prove that multilateralism can meet this moment and rise to the challenges of our time.""",Present-tense diagnosis of eroding trust/capacity plus a forward call to 'prove' multilateralism can work implies present shortfall; coded Negative per Rule 6.B.,claude,claude-sonnet-5,2026-09-18
M_44,M_44_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""Reforming the United Nations is an existential necessity. At 80, the UN must adapt to stay relevant and effective."" (2) ""On its 80th anniversary, we have a duty to leave to future generations a UN system that is stronger, not weaker.""",Consistent with Positive un_reform_position code.,claude,claude-sonnet-5,2026-09-18
M_45,M_45_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_45,M_45_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_45,M_45_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_45,M_45_sg_selection_position,SG election,sg_selection_position,0,No Mention,,"Speech references Cyprus's own candidature for the PGA presidency of the 81st session, not the Secretary-General; per Rule 6.F this does not count.",claude,claude-sonnet-5,2026-09-18
M_45,M_45_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_45,M_45_un_reform_position,UN reform,un_reform_position,0,No Mention,,"Speech calls for the international community to 'urgently evolve' and be 'fit' to address challenges, and to renew commitment to multilateralism, but does not propose any specific institutional reform (Security Council, UN80, membership, veto, procedures); coded No Mention per Rule 6.J.",claude,claude-sonnet-5,2026-09-18
M_45,M_45_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""International order, as we noted, is challenging in a present manner 80 years since the United Nations emerged out of World War II. Today, we stand before drastic, unpredictable geopolitical shifts in stability that appears to spiral... an uncharted landscape that seems resistant to the international order and norms as we know them."" (2) ""Global security is constantly undermined."" (3) ""At this critical moment of inflection, we have a responsibility to recognize the shortcomings, to admit that we have lacked behind, that we have failed along the way."" (4) ""Illegality cannot yield legality. Illegality stemming from use of force cannot be recognized.""",,claude,claude-sonnet-5,2026-09-18
M_45,M_45_future_multilateralism_position,Multilateralism,future_multilateralism_position,5,Preservation / Strengthening,"(1) ""This is the moment to renew our collective commitment, stand firmly and boldly in support of multilateralism and international law."" (2) ""Most importantly, this is the moment to transform pledges into bold action, into change.""",Speech calls for renewed commitment/action but does not propose institutional reform of the UN system itself (consistent with un_reform_position = 0); coded as Preservation/Strengthening rather than Transformation.,claude,claude-sonnet-5,2026-09-18
M_46,M_46_gender_equality_position,Gender and women's leadership,gender_equality_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_46,M_46_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_46,M_46_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_46,M_46_sg_selection_position,SG election,sg_selection_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_46,M_46_sg_selection_position_gender,SG election,sg_selection_position_gender,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_46,M_46_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""Czechia welcomes the UN 80 Initiative and the commitments in the Pact for Future."" (2) ""Therefore, we advocate for a comprehensive reform of the UN Security Council for greater effectiveness, inclusiveness, transparency and accountability with the aim to honour the principles of UN Charter and strengthen the voice of underrepresented regions.""",,claude,claude-sonnet-5,2026-09-18
M_46,M_46_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""Since the last General Debate a year ago, our world has not become more secure. On the contrary."" (2) ""This war threatens to dismantle our system of governance based on mutual respect, equal partnership and rules we all subscribed to."" (3) ""Tolerating the principle of might makes right will lead to the end of multilateralism and the beginning of life under principles dictated by a powerful few."" (4) ""Czechia welcomes the UN 80 Initiative and the commitments in the Pact for Future. Yet these ambitions stand in stark contrast with today's reality. In the light of Russian aggression against Ukraine, the UN Security Council is currently failing its purpose and mission."" (5) ""We cannot afford to have the UN paralysed and blocked in its ability to respond to crises and challenges.""","Speech pairs historical UN achievements with present-day crisis diagnosis (SC failing its purpose, paralysis); per rule 6.B this is coded Negative despite positive framing of past achievements.",claude,claude-sonnet-5,2026-09-18
M_46,M_46_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""we need a strong and effective UN system capable of responding to today's global challenges — from security threats and climate change to the rapid evolution of new technologies."" (2) ""we advocate for a comprehensive reform of the UN Security Council for greater effectiveness, inclusiveness, transparency and accountability"" (3) ""that's why multilateralism must not only survive – it must thrive.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) ""I am fully convinced that the time has come for a woman to take up the post of Secretary-General.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_47,M_47_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) ""Our region possesses the diversity, capacity and experience to be able to raise a strong voice for peace, climate justice, human rights and sustainable development. I am fully convinced that the time has come for a woman to take up the post of Secretary-General.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_sg_selection_position,SG election,sg_selection_position,1,Positive / Supportive,"(1) ""In the coming months, a new Secretary General must be chosen. It now forced Latin America and the Caribbean to offer renewed leadership with the vision, independence and commitment demanded by our times.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_sg_selection_position_gender,SG election,sg_selection_position_gender,1,Positive / Supportive,"(1) ""I am fully convinced that the time has come for a woman to take up the post of Secretary-General.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_un_reform_position,UN reform,un_reform_position,1,Positive / Supportive,"(1) ""If we fail to transform the United Nations, we risk it falling into irrelevance, and this would be a disaster that we must not allow. The UN80 initiative provides an historic opportunity to revitalise mandates, renew structures, and to restore effectiveness and credibility to this common house of nations. The Dominican Republic firmly supports this process.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_current_multilateralism_position,Multilateralism,current_multilateralism_position,3,Negative / Pushback,"(1) ""Multilateralism is undergoing profound challenges exacerbated by the financial crisis affecting this organisation and by the increasing difficulty in reaching consensus to halt conflicts."" (2) ""If we fail to transform the United Nations, we risk it falling into irrelevance, and this would be a disaster that we must not allow."" (3) ""The UN80 initiative provides an historic opportunity to revitalise mandates, renew structures, and to restore effectiveness and credibility to this common house of nations."" (4) ""The UN cannot limit itself to merely recording crises.""",,claude,claude-sonnet-5,2026-09-18
M_47,M_47_future_multilateralism_position,Multilateralism,future_multilateralism_position,6,Transformation,"(1) ""The UN80 initiative provides an historic opportunity to revitalise mandates, renew structures, and to restore effectiveness and credibility to this common house of nations."" (2) ""this 80th anniversary should not stand as a ritual of nostalgia, rather a resounding call to renew humanity's covenant with itself.""",,claude,claude-sonnet-5,2026-09-18
M_48,M_48_gender_equality_position,Gender and women's leadership,gender_equality_position,1,Positive / Supportive,"(1) ""After 80 years of men-only leadership, we are very supportive to the idea that based on a fair process seeking the most qualified candidate, it is high time for a woman to be chosen as UN Secretary-General.""",,claude,claude-sonnet-5,2026-09-18
M_48,M_48_women_leadership_position,Gender and women's leadership,women_leadership_position,0,No Mention,,,claude,claude-sonnet-5,2026-09-18
M_48,M_48_women_multilateral_leadership_position,Gender and women's leadership,women_multilateral_leadership_position,1,Positive / Supportive,"(1) ""After 80 years of men-only leadership, we are very supportive to the idea that based on a fair process seeking the most qualified candidate, it is high time for a woman to be chosen as UN Secretary-General.""",,claude,claude-sonnet-5,2026-09-18
